11/6/22 1:08 PM
Project Statistics

                 	Segments	 Words	Characters (without spaces)	Characters (including spaces)	#Files	
Total:           	   71707	630567	                    2753826	                      3312828	   891	
Remaining:       	   70016	626001	                    2730507	                      3286574	   880	
Unique:          	   63358	594837	                    2598259	                      3129849	   869	
Unique Remaining:	   61882	590723	                    2577050	                      3105947	   858	


Estatísticas do arquivo individual:

File Name                                                                                  	Total Segments	Remaining Segments	Unique Segments	Unique Remaining Segments	Total Words	Remaining Words	Unique Words	Unique Remaining Words	Total Characters (without spaces)	Remaining Characters (without spaces)	Unique Characters (without spaces)	Unique Remaining Characters (without spaces)	Total Characters (including spaces)	Remaining Characters (including spaces)	Unique Characters (including spaces)	Unique Remaining Characters (including spaces)	
Scripts/Content/Story/Dialoge/PartS2/DIA_NONE_13689_Homeless.d.json                        	             6	                 6	              6	                        6	         44	             44	          44	                    44	                              177	                                  177	                               177	                                         177	                                216	                                    216	                                 216	                                           216	
Scripts/Content/Story/Dialoge/PartS2/DIA_NONE_13677_Baluen.d.json                          	           122	               122	            110	                      110	        847	            847	         822	                   822	                             3832	                                 3832	                              3725	                                        3725	                               4557	                                   4557	                                4437	                                          4437	
Scripts/Content/Story/Dialoge/PartS2/DIA_NONE_13673_Giles.d.json                           	            32	                30	             23	                       23	        236	            230	         202	                   202	                              937	                                  915	                               819	                                         819	                               1141	                                   1115	                                 998	                                           998	
Scripts/Content/Story/Dialoge/PartS2/DIA_NONE_13672_Degory.d.json                          	            65	                65	             55	                       55	        425	            425	         398	                   398	                             1702	                                 1702	                              1587	                                        1587	                               2063	                                   2063	                                1931	                                          1931	
Scripts/Content/Story/Dialoge/PartS2/DIA_DJG_13679_Gamal_Sewers.d.json                     	            23	                23	             19	                       19	        138	            138	         130	                   130	                              564	                                  564	                               532	                                         532	                                679	                                    679	                                 643	                                           643	
Scripts/Content/Story/Dialoge/PartS1/DIA_NONE_7004_Pablo_Sewers.d.json                     	            12	                12	             10	                       10	        115	            115	         109	                   109	                              483	                                  483	                               457	                                         457	                                586	                                    586	                                 556	                                           556	
Scripts/Content/Story/Dialoge/PartS1/DIA_NONE_13760_Homeless.d.json                        	             9	                 8	              5	                        5	         32	             29	          23	                    23	                              150	                                  140	                               118	                                         118	                                173	                                    161	                                 136	                                           136	
Scripts/Content/Story/Dialoge/Part9/DIA_VLK_3014_Gerhard_VineyardFight.d.json              	            52	                52	             45	                       45	        379	            379	         359	                   359	                             1598	                                 1598	                              1506	                                        1506	                               1925	                                   1925	                                1820	                                          1820	
Scripts/Content/Story/Dialoge/Part9/DIA_NONE_13797_Wanderer.d.json                         	            24	                24	             23	                       23	        186	            186	         185	                   185	                              771	                                  771	                               767	                                         767	                                933	                                    933	                                 929	                                           929	
Scripts/Content/Story/Dialoge/Part9/DIA_NONE_13631_Renegade.d.json                         	             1	                 1	              1	                        1	          6	              6	           6	                     6	                               28	                                   28	                                28	                                          28	                                 33	                                     33	                                  33	                                            33	
Scripts/Content/Story/Dialoge/Part9/DIA_NONE_13630_Renegade.d.json                         	             1	                 1	              0	                        0	          6	              6	           0	                     0	                               28	                                   28	                                 0	                                           0	                                 33	                                     33	                                   0	                                             0	
Scripts/Content/Story/Dialoge/Part9/DIA_NONE_1007_Liam.d.json                              	           249	               249	            237	                      237	       2398	           2398	        2361	                  2361	                            10311	                                10311	                             10155	                                       10155	                              12460	                                  12460	                               12279	                                         12279	
Scripts/Content/Story/Dialoge/Part9/DIA_NONE_10016_VolkerGuard.d.json                      	             6	                 6	              6	                        6	         79	             79	          79	                    79	                              357	                                  357	                               357	                                         357	                                430	                                    430	                                 430	                                           430	
Scripts/Content/Story/Dialoge/Part9/DIA_BDT_11058_PetraMan.d.json                          	             1	                 1	              1	                        1	          7	              7	           7	                     7	                               26	                                   26	                                26	                                          26	                                 32	                                     32	                                  32	                                            32	
Scripts/Content/Story/Dialoge/Part9/DIA_BAU_13770_Feil.d.json                              	            40	                40	             37	                       37	        362	            362	         356	                   356	                             1449	                                 1449	                              1420	                                        1420	                               1771	                                   1771	                                1739	                                          1739	
Scripts/Content/Story/Dialoge/Part9/DIA_BAU_11216_Farmer.d.json                            	             2	                 2	              2	                        2	         12	             12	          12	                    12	                               82	                                   82	                                82	                                          82	                                 92	                                     92	                                  92	                                            92	
Scripts/Content/Story/Dialoge/Part8/DIA_NOV_251_Curtis.d.json                              	            13	                13	             13	                       13	        146	            146	         146	                   146	                              591	                                  591	                               591	                                         591	                                724	                                    724	                                 724	                                           724	
Scripts/Content/Story/Dialoge/Part8/DIA_NOV_208_Novize.json                                	             3	                 3	              3	                        3	         18	             18	          18	                    18	                               81	                                   81	                                81	                                          81	                                 96	                                     96	                                  96	                                            96	
Scripts/Content/Story/Dialoge/Part8/DIA_NOV_207_Stefan.d.json                              	            28	                28	             27	                       27	        265	            265	         262	                   262	                             1179	                                 1179	                              1167	                                        1167	                               1416	                                   1416	                                1402	                                          1402	
Scripts/Content/Story/Dialoge/Part8/DIA_NOV_205_Novize.d.json                              	            32	                32	             26	                       26	        348	            348	         324	                   324	                             1456	                                 1456	                              1360	                                        1360	                               1772	                                   1772	                                1658	                                          1658	
Scripts/Content/Story/Dialoge/Part8/DIA_NOV_13777_FishingNovize.d.json                     	             8	                 8	              7	                        7	         75	             75	          71	                    71	                              319	                                  319	                               303	                                         303	                                386	                                    386	                                 367	                                           367	
Scripts/Content/Story/Dialoge/Part8/DIA_NOV_13690_Novize.d.json                            	             8	                 8	              7	                        7	         57	             57	          55	                    55	                              267	                                  267	                               258	                                         258	                                316	                                    316	                                 306	                                           306	
Scripts/Content/Story/Dialoge/Part8/DIA_NOV_13684_Fred.d.json                              	            33	                33	             29	                       29	        240	            240	         231	                   231	                             1044	                                 1044	                              1003	                                        1003	                               1251	                                   1251	                                1205	                                          1205	
Scripts/Content/Story/Dialoge/Part8/DIA_NOV_13683_Artur.d.json                             	            38	                38	             33	                       33	        341	            341	         325	                   325	                             1454	                                 1454	                              1395	                                        1395	                               1758	                                   1758	                                1688	                                          1688	
Scripts/Content/Story/Dialoge/Part8/DIA_NOV_13682_RunningNovize.d.json                     	             7	                 7	              6	                        6	         46	             46	          45	                    45	                              201	                                  201	                               196	                                         196	                                240	                                    240	                                 235	                                           235	
Scripts/Content/Story/Dialoge/Part8/DIA_NOV_13335_Zacky.d.json                             	            29	                29	             27	                       27	        198	            198	         190	                   190	                              918	                                  918	                               888	                                         888	                               1087	                                   1087	                                1051	                                          1051	
Scripts/Content/Story/Dialoge/Part8/DIA_NONE_202_Kessel.d.json                             	           661	               661	            632	                      632	       7335	           7335	        7229	                  7229	                            32018	                                32018	                             31575	                                       31575	                              38697	                                  38697	                               38177	                                         38177	
Scripts/Content/Story/Dialoge/Part8/DIA_KDW_301_Custo.d.json                               	            24	                24	             24	                       24	        261	            261	         261	                   261	                             1133	                                 1133	                              1133	                                        1133	                               1372	                                   1372	                                1372	                                          1372	
Scripts/Content/Story/Dialoge/Part8/DIA_KDW_216_Ingolf.d.json                              	           161	               161	            152	                      152	       1814	           1814	        1776	                  1776	                             7782	                                 7782	                              7622	                                        7622	                               9436	                                   9436	                                9247	                                          9247	
Scripts/Content/Story/Dialoge/Part8/DIA_KDW_215_Notger.d.json                              	           199	               199	            187	                      187	       2094	           2094	        2044	                  2044	                             9432	                                 9432	                              9227	                                        9227	                              11330	                                  11330	                               11087	                                         11087	
Scripts/Content/Story/Dialoge/Part8/DIA_KDW_214_Badulf.d.json                              	            25	                25	             22	                       22	        205	            205	         200	                   200	                              901	                                  901	                               878	                                         878	                               1081	                                   1081	                                1056	                                          1056	
Scripts/Content/Story/Dialoge/Part8/DIA_KDW_213_Elfeg.d.json                               	            27	                27	             25	                       25	        280	            280	         274	                   274	                             1264	                                 1264	                              1236	                                        1236	                               1517	                                   1517	                                1485	                                          1485	
Scripts/Content/Story/Dialoge/Part8/DIA_KDW_206_Othekar.d.json                             	            33	                33	             28	                       28	        321	            321	         301	                   301	                             1387	                                 1387	                              1286	                                        1286	                               1675	                                   1675	                                1559	                                          1559	
Scripts/Content/Story/Dialoge/Part8/DIA_KDW_204_Rierol.d.json                              	            95	                95	             87	                       87	       1036	           1036	        1006	                  1006	                             4747	                                 4747	                              4617	                                        4617	                               5688	                                   5688	                                5536	                                          5536	
Scripts/Content/Story/Dialoge/Part8/DIA_KDW_203_Riordian.d.json                            	           405	               405	            392	                      392	       4662	           4662	        4618	                  4618	                            20651	                                20651	                             20457	                                       20457	                              24908	                                  24908	                               24683	                                         24683	
Scripts/Content/Story/Dialoge/Part8/DIA_KDW_200_Prior.d.json                               	           136	               136	            133	                      133	       1529	           1529	        1526	                  1526	                             6800	                                 6800	                              6784	                                        6784	                               8193	                                   8193	                                8177	                                          8177	
Scripts/Content/Story/Dialoge/Part8/DIA_BAU_211_GARDENER.d.json                            	            36	                36	             33	                       33	        316	            316	         309	                   309	                             1367	                                 1367	                              1339	                                        1339	                               1647	                                   1647	                                1615	                                          1615	
Scripts/Content/Story/Dialoge/Part8/DIA_BAU_10028_Nelson_Monastery.d.json                  	            52	                52	             42	                       42	        507	            507	         437	                   437	                             2158	                                 2158	                              1869	                                        1869	                               2613	                                   2613	                                2264	                                          2264	
Scripts/Content/Story/Dialoge/Part7/DIA_SLD_13738_Smith.d.json                             	             1	                 1	              1	                        1	          8	              8	           8	                     8	                               33	                                   33	                                33	                                          33	                                 40	                                     40	                                  40	                                            40	
Scripts/Content/Story/Dialoge/Part7/DIA_SLD_13727_Igor.d.json                              	            40	                40	             39	                       39	        482	            482	         479	                   479	                             2005	                                 2005	                              1995	                                        1995	                               2447	                                   2447	                                2435	                                          2435	
Scripts/Content/Story/Dialoge/Part7/DIA_SLD_13721_Araxos.d.json                            	            24	                24	             22	                       22	        191	            191	         189	                   189	                              805	                                  805	                               795	                                         795	                                972	                                    972	                                 962	                                           962	
Scripts/Content/Story/Dialoge/Part7/DIA_SLD_13715_Naars.d.json                             	            21	                21	             20	                       20	        162	            162	         157	                   157	                              687	                                  687	                               667	                                         667	                                828	                                    828	                                 804	                                           804	
Scripts/Content/Story/Dialoge/Part7/DIA_SLD_13714_Astol.d.json                             	            21	                21	             16	                       16	        137	            137	         120	                   120	                              574	                                  574	                               493	                                         493	                                690	                                    690	                                 597	                                           597	
Scripts/Content/Story/Dialoge/Part7/DIA_SLD_13713_Guard.d.json                             	            14	                14	             11	                       11	        109	            109	          97	                    97	                              445	                                  445	                               400	                                         400	                                540	                                    540	                                 486	                                           486	
Scripts/Content/Story/Dialoge/Part7/DIA_SLD_13712_Guard.d.json                             	            33	                33	             29	                       29	        214	            214	         202	                   202	                              916	                                  916	                               867	                                         867	                               1097	                                   1097	                                1040	                                          1040	
Scripts/Content/Story/Dialoge/Part7/DIA_SLD_13711_Bloodwyn.d.json                          	            55	                55	             51	                       51	        518	            518	         498	                   498	                             2203	                                 2203	                              2108	                                        2108	                               2666	                                   2666	                                2555	                                          2555	
Scripts/Content/Story/Dialoge/Part7/DIA_SLD_13707_Heinser.d.json                           	            52	                52	             48	                       48	        506	            506	         495	                   495	                             2146	                                 2146	                              2107	                                        2107	                               2600	                                   2600	                                2554	                                          2554	
Scripts/Content/Story/Dialoge/Part7/DIA_SLD_13704_Araxos_GuardMine.d.json                  	             4	                 4	              4	                        4	         32	             32	          32	                    32	                              149	                                  149	                               149	                                         149	                                177	                                    177	                                 177	                                           177	
Scripts/Content/Story/Dialoge/Part7/DIA_SLD_13701_Fynn.d.json                              	            43	                43	             40	                       40	        407	            407	         401	                   401	                             1767	                                 1767	                              1738	                                        1738	                               2131	                                   2131	                                2099	                                          2099	
Scripts/Content/Story/Dialoge/Part7/DIA_SLD_13700_Araxos_GuardMine.d.json                  	            66	                66	             60	                       60	        622	            622	         604	                   604	                             2624	                                 2624	                              2545	                                        2545	                               3180	                                   3180	                                3089	                                          3089	
Scripts/Content/Story/Dialoge/Part7/DIA_NONE_6269_Daniel.d.json                            	            71	                71	             56	                       56	        422	            422	         358	                   358	                             1743	                                 1743	                              1499	                                        1499	                               2094	                                   2094	                                1801	                                          1801	
Scripts/Content/Story/Dialoge/Part7/DIA_NONE_600_ERGO.d.json                               	            81	                81	             72	                       72	        752	            752	         725	                   725	                             3123	                                 3123	                              3015	                                        3015	                               3794	                                   3794	                                3668	                                          3668	
Scripts/Content/Story/Dialoge/Part7/DIA_NONE_13725_Worker.d.json                           	             5	                 5	              3	                        3	         19	             19	          15	                    15	                               84	                                   84	                                72	                                          72	                                 98	                                     98	                                  84	                                            84	
Scripts/Content/Story/Dialoge/Part7/DIA_NONE_13710_Worker.d.json                           	            14	                14	             13	                       13	        157	            157	         154	                   154	                              653	                                  653	                               642	                                         642	                                797	                                    797	                                 784	                                           784	
Scripts/Content/Story/Dialoge/Part7/DIA_NONE_13709_Worker.d.json                           	            10	                10	              9	                        9	         84	             84	          78	                    78	                              353	                                  353	                               325	                                         325	                                427	                                    427	                                 394	                                           394	
Scripts/Content/Story/Dialoge/Part7/DIA_NONE_13708_Loafs.d.json                            	           115	               115	            106	                      106	       1187	           1187	        1149	                  1149	                             5015	                                 5015	                              4860	                                        4860	                               6087	                                   6087	                                5903	                                          5903	
Scripts/Content/Story/Dialoge/Part7/DIA_NONE_13706_Tollek.d.json                           	            74	                74	             71	                       71	        700	            700	         680	                   680	                             2982	                                 2982	                              2904	                                        2904	                               3608	                                   3608	                                3513	                                          3513	
Scripts/Content/Story/Dialoge/Part7/DIA_NONE_13705_Nikolt.d.json                           	            57	                57	             51	                       51	        528	            528	         501	                   501	                             2071	                                 2071	                              1967	                                        1967	                               2542	                                   2542	                                2417	                                          2417	
Scripts/Content/Story/Dialoge/Part7/DIA_NONE_13703_Murk.d.json                             	            55	                55	             52	                       52	        619	            619	         604	                   604	                             2538	                                 2538	                              2464	                                        2464	                               3102	                                   3102	                                3016	                                          3016	
Scripts/Content/Story/Dialoge/Part7/DIA_NONE_13702_ROEL.d.json                             	            20	                20	             17	                       17	        164	            164	         155	                   155	                              773	                                  773	                               729	                                         729	                                917	                                    917	                                 867	                                           867	
Scripts/Content/Story/Dialoge/Part7/DIA_NONE_10032_Bevin.d.json                            	            63	                63	             59	                       59	        561	            561	         547	                   547	                             2399	                                 2399	                              2346	                                        2346	                               2897	                                   2897	                                2834	                                          2834	
Scripts/Content/Story/Dialoge/Part7/DIA_MIL_6276_Till.d.json                               	            60	                60	             56	                       56	        524	            524	         510	                   510	                             2142	                                 2142	                              2092	                                        2092	                               2606	                                   2606	                                2546	                                          2546	
Scripts/Content/Story/Dialoge/Part7/DIA_MIL_6275_Berto.d.json                              	           151	               151	            142	                      142	       1704	           1704	        1661	                  1661	                             7269	                                 7269	                              7094	                                        7094	                               8822	                                   8822	                                8613	                                          8613	
Scripts/Content/Story/Dialoge/Part7/DIA_MIL_6271_Renegade.d.json                           	            48	                47	             43	                       43	        334	            332	         324	                   324	                             1432	                                 1421	                              1382	                                        1382	                               1719	                                   1707	                                1664	                                          1664	
Scripts/Content/Story/Dialoge/Part7/DIA_MIL_6270_Jerran.d.json                             	             2	                 2	              2	                        2	         10	             10	          10	                    10	                               42	                                   42	                                42	                                          42	                                 50	                                     50	                                  50	                                            50	
Scripts/Content/Story/Dialoge/Part7/DIA_MIL_6268_Broddy.d.json                             	            28	                28	             26	                       26	        214	            214	         212	                   212	                              880	                                  880	                               872	                                         872	                               1066	                                   1066	                                1058	                                          1058	
Scripts/Content/Story/Dialoge/Part7/DIA_MIL_6267_Salvi.d.json                              	           163	               163	            148	                      148	       1362	           1362	        1286	                  1286	                             5529	                                 5529	                              5221	                                        5221	                               6729	                                   6729	                                6360	                                          6360	
Scripts/Content/Story/Dialoge/Part7/DIA_MIL_6264_Renegade.d.json                           	            82	                82	             72	                       72	        578	            578	         545	                   545	                             2387	                                 2387	                              2224	                                        2224	                               2883	                                   2883	                                2697	                                          2697	
Scripts/Content/Story/Dialoge/Part7/DIA_MIL_11272_Leader.d.json                            	            16	                16	             14	                       14	        111	            111	         102	                   102	                              478	                                  478	                               441	                                         441	                                573	                                    573	                                 529	                                           529	
Scripts/Content/Story/Dialoge/Part6/DIA_SLD_6344_Willem.d.json                             	           222	               221	            200	                      200	       2018	           2016	        1933	                  1933	                             8463	                                 8452	                              8121	                                        8121	                              10262	                                  10250	                                9857	                                          9857	
Scripts/Content/Story/Dialoge/Part6/DIA_NONE_7000_Ghost.d.json                             	           109	               109	             98	                       98	        600	            600	         563	                   563	                             2667	                                 2667	                              2530	                                        2530	                               3158	                                   3158	                                2995	                                          2995	
Scripts/Content/Story/Dialoge/Part6/DIA_NONE_13796_Courier.d.json                          	            13	                13	             11	                       11	         66	             66	          63	                    63	                              280	                                  280	                               267	                                         267	                                333	                                    333	                                 319	                                           319	
Scripts/Content/Story/Dialoge/Part6/DIA_MIL_13589_Militia.d.json                           	            48	                48	             40	                       40	        370	            370	         355	                   355	                             1649	                                 1649	                              1570	                                        1570	                               1971	                                   1971	                                1885	                                          1885	
Scripts/Content/Story/Dialoge/Part6/DIA_BAU_6345_Bermar.d.json                             	            69	                69	             64	                       64	        642	            642	         626	                   626	                             2597	                                 2597	                              2530	                                        2530	                               3170	                                   3170	                                3092	                                          3092	
Scripts/Content/Story/Dialoge/Part6/DIA_BAU_6342_Kyle.d.json                               	           118	               118	            104	                      104	        938	            938	         879	                   879	                             3930	                                 3930	                              3703	                                        3703	                               4751	                                   4751	                                4479	                                          4479	
Scripts/Content/Story/Dialoge/Part6/DIA_BAU_6325_Hod.d.json                                	            40	                40	             34	                       34	        380	            380	         361	                   361	                             1542	                                 1542	                              1461	                                        1461	                               1882	                                   1882	                                1788	                                          1788	
Scripts/Content/Story/Dialoge/Part6/DIA_BAU_6324_Joris.d.json                              	            21	                21	             18	                       18	        212	            212	         198	                   198	                              910	                                  910	                               857	                                         857	                               1101	                                   1101	                                1037	                                          1037	
Scripts/Content/Story/Dialoge/Part5/DJG_10041_WolfSon_Q515.d.json                          	             8	                 8	              8	                        8	         63	             63	          63	                    63	                              281	                                  281	                               281	                                         281	                                336	                                    336	                                 336	                                           336	
Scripts/Content/Story/Dialoge/Part4/DIA_VLK_10095_Otmar_OnlyHead.d.json                    	            61	                60	             46	                       46	        444	            441	         358	                   358	                             1871	                                 1860	                              1524	                                        1524	                               2254	                                   2241	                                1836	                                          1836	
Scripts/Content/Story/Dialoge/Part4/DIA_SLD_13328_Araxos.d.json                            	             9	                 9	              9	                        9	         46	             46	          46	                    46	                              205	                                  205	                               205	                                         205	                                242	                                    242	                                 242	                                           242	
Scripts/Content/Story/Dialoge/Part4/DIA_NONE_6351_Roy.d.json                               	            67	                67	             55	                       55	        519	            519	         475	                   475	                             2214	                                 2214	                              2037	                                        2037	                               2667	                                   2667	                                2458	                                          2458	
Scripts/Content/Story/Dialoge/Part4/DIA_NONE_6350_Sven.d.json                              	            72	                71	             64	                       64	        534	            533	         507	                   507	                             2225	                                 2216	                              2119	                                        2119	                               2687	                                   2678	                                2562	                                          2562	
Scripts/Content/Story/Dialoge/Part4/DIA_NONE_6348_Yannick.d.json                           	           140	               140	            130	                      130	       1319	           1319	        1254	                  1254	                             5441	                                 5441	                              5183	                                        5183	                               6622	                                   6622	                                6309	                                          6309	
